Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Extent,roundness,Class
64072,962.35,355.0873662,232.2669191,1.528790099,0.761773413,0.869384801,CALI
64109,981.018,373.4990076,220.4077647,1.694581895,0.678043363,0.837095321,CALI
64132,968.793,380.8541775,215.9688009,1.763468501,0.743404275,0.85866283,CALI
64137,1007.701,393.1304149,213.5250628,1.841144125,0.798707364,0.793697709,CALI
64149,943.894,351.2026644,233.2841519,1.505471596,0.7712812,0.904801483,CALI
64222,958.611,365.0574836,224.9765328,1.622646945,0.804444222,0.878231224,CALI
64252,966.933,378.9307449,217.7462558,1.740240004,0.746768945,0.863582335,CALI
64252,951.839,357.2425199,230.739416,1.548250949,0.783408115,0.891188398,CALI
64295,961.549,352.1611742,232.98368,1.51152722,0.728192176,0.873864755,CALI
64313,960.54,371.7750098,222.1086683,1.673842865,0.745657971,0.875946784,CALI
64346,967.065,376.0208577,220.8809807,1.702368654,0.760231569,0.864609668,CALI
64388,973.025,374.4032686,220.6201874,1.697049001,0.783881178,0.854607701,CALI
64429,952.229,358.2573631,229.9439759,1.558020217,0.731781836,0.892911564,CALI
64445,972.438,371.2981495,222.6643886,1.66752372,0.784575116,0.856397221,CALI
64456,957.016,357.0359673,230.7953004,1.546981099,0.745587045,0.884371661,CALI
64474,983.303,381.6531652,216.7944165,1.760438167,0.789281036,0.837953174,CALI
64531,980.585,386.0373463,215.9650235,1.787499383,0.76415072,0.843349842,CALI
64564,997.3,386.6439511,214.293814,1.804270239,0.684484495,0.81573417,CALI
64571,973.638,367.600901,225.4166781,1.63076177,0.802094332,0.855957783,CALI
64588,979.277,378.6367712,219.3767145,1.725966095,0.814764356,0.846351156,CALI
64605,996.636,385.5914274,216.2022804,1.783475302,0.787097953,0.817340189,CALI
64652,978.747,376.2127996,219.2937613,1.715565447,0.792964726,0.848107572,CALI
64654,956.994,359.5664068,230.4623552,1.560195835,0.708412771,0.887129116,CALI
64748,960.007,354.7152061,234.3659532,1.513509967,0.796800394,0.882851019,CALI
64782,974.821,374.8584851,221.3174873,1.693758996,0.797326736,0.856671784,CALI
64821,977.898,371.552348,227.956733,1.629924869,0.743002224,0.851801646,CALI
64839,953.714,370.2297237,223.8928761,1.653602071,0.707764351,0.895797521,CALI
64840,993.808,391.2499005,212.0103957,1.845427906,0.769522905,0.824988497,CALI
64879,991.26,390.9495828,213.0718207,1.834825372,0.757861415,0.829733927,CALI
64930,990.342,377.2082382,220.6748903,1.70933919,0.745293848,0.831926333,CALI
64934,1005.197,393.1435875,211.6841501,1.857217875,0.749598846,0.807569026,CALI
65019,985.505,384.2500817,217.5845569,1.765980487,0.780380955,0.841264351,CALI
65049,964.019,371.5166427,224.0672843,1.658058399,0.813071846,0.879588011,CALI
65144,974.566,368.2026409,226.9820111,1.622166616,0.77937429,0.861909711,CALI
65144,978.923,371.2954818,224.2950351,1.655388768,0.762185562,0.854254393,CALI
65181,977.089,368.0482822,226.7141993,1.62340199,0.696088168,0.857951297,CALI
65198,991.49,391.1459696,212.8302058,1.837831092,0.803396054,0.833426799,CALI
65271,976.35,363.5962751,231.9263575,1.567722957,0.796959707,0.860436984,CALI
65272,960.989,373.0239357,223.751843,1.667132349,0.739995012,0.888177876,CALI
65289,1017.247,395.7167381,211.9548364,1.866986122,0.716996672,0.792860981,CALI
65293,973.285,359.7692789,233.3072839,1.542040492,0.714897298,0.866156616,CALI
65348,973.672,365.7857288,230.1181707,1.589556043,0.771450158,0.866197253,CALI
65349,990.508,373.6195476,226.6062153,1.648761253,0.760668141,0.837014218,CALI
65383,955.639,354.5772588,235.0870694,1.508280569,0.716659542,0.899677744,CALI
65458,1015.938,390.7011898,217.2378056,1.79849538,0.74125494,0.796963049,CALI
65469,997.877,375.1600201,223.4789895,1.678726134,0.717342713,0.82621209,CALI
65488,984.521,384.4974309,218.9054779,1.75645413,0.790860566,0.849027238,CALI
65506,997.059,376.4693714,222.6868828,1.690577221,0.722633454,0.828036019,CALI
65525,993.29,391.4727093,215.3432963,1.817900608,0.707445315,0.834573839,CALI
65612,1000.896,390.2698094,215.4482614,1.811431695,0.762788318,0.82302918,CALI
65615,972.507,362.6106163,231.9941862,1.563015963,0.749063884,0.8718214,CALI
65635,978.997,371.9755563,225.3596423,1.65058638,0.797635106,0.860562925,CALI
65693,988.933,384.5957961,222.1746091,1.731051976,0.716937684,0.844102567,CALI
65736,1014.17,399.5219784,211.1500176,1.892123822,0.721612365,0.80314067,CALI
65757,997.586,392.3467629,214.5200565,1.828951425,0.811213916,0.830330831,CALI
65761,999.861,381.4211099,220.4853746,1.729915694,0.745589569,0.826606879,CALI
65824,983.196,374.9335756,225.9208723,1.659579179,0.831804281,0.855685018,CALI
65881,1003.375,393.35962,214.5079845,1.833776122,0.800926376,0.822325002,CALI
65881,1027.604,409.5313175,207.2239825,1.976273752,0.631988412,0.784004354,CALI
65957,995.361,371.0944283,229.5151343,1.616862563,0.793448579,0.836583929,CALI
65990,1010.042,397.5522392,213.4137081,1.862824289,0.765190167,0.812847597,CALI
65997,992.511,383.2409682,221.3444275,1.731423612,0.734458813,0.841905605,CALI
66011,987.176,383.905545,221.0017304,1.737115562,0.768660192,0.851210553,CALI
66050,982.983,387.6638152,218.4331543,1.774748052,0.762596407,0.858995071,CALI
66058,992.161,388.3914847,217.5296665,1.785464443,0.790687653,0.84327841,CALI
66082,968.17,349.9262465,243.8653848,1.434915606,0.772527473,0.8859104,CALI
66124,972.564,377.1940965,224.4454059,1.680560558,0.80647876,0.878481462,CALI
66144,992.056,373.6982151,227.6118841,1.641822071,0.721977842,0.84455501,CALI
66144,980.922,369.5828203,228.7993346,1.615314227,0.794427096,0.863836139,CALI
66149,1013.351,393.0802131,217.3600575,1.808428916,0.723129564,0.809493464,CALI
66234,1006.478,398.084825,213.5124985,1.864456778,0.763821298,0.821641326,CALI
66235,982.152,387.1243739,219.4597449,1.76398808,0.755184877,0.862859319,CALI
66252,984.959,375.2092101,226.7207463,1.654939904,0.813167391,0.858168465,CALI
66266,986.107,374.0023758,227.5559785,1.643562073,0.783202733,0.856352435,CALI
66291,975.667,378.6284053,226.0554228,1.674936175,0.774029704,0.87510709,CALI
66293,973.989,372.5145897,227.7918727,1.635328712,0.727591013,0.87815147,CALI
66302,1011.15,387.4959487,220.5873487,1.756655361,0.728657464,0.814901882,CALI
66306,1026.124,388.0393096,221.1541359,1.754610231,0.684124184,0.791339788,CALI
66358,981.292,376.3855561,226.5694504,1.661237009,0.68608354,0.865977555,CALI
66371,992.178,373.0059387,228.9152531,1.62944991,0.750361778,0.847245048,CALI
66372,1013.706,392.7459887,218.056199,1.801122786,0.748925223,0.811653628,CALI
66408,967.957,367.4426757,231.0804659,1.59010704,0.798874012,0.890672688,CALI
66441,973.541,376.7012979,227.3108406,1.657207799,0.806694835,0.880922154,CALI
66455,983.999,380.8743797,224.5440977,1.696211941,0.675273341,0.86247837,CALI
66461,967.115,363.9556321,233.9336593,1.555807032,0.783414864,0.892936338,CALI
66494,974.808,380.0148486,224.623616,1.691784931,0.763246097,0.879334583,CALI
66497,984.322,379.967827,225.4271182,1.68554622,0.749650523,0.862457162,CALI
66505,1006.768,397.1233799,214.1131347,1.85473619,0.755463922,0.8245279,CALI
66516,974.201,372.3567768,228.9267115,1.626532677,0.779578777,0.880722003,CALI
66517,1008.279,386.8631146,221.2353424,1.748649698,0.792057633,0.822206818,CALI
66519,983.728,382.9192919,223.5093861,1.713213475,0.678903858,0.863784705,CALI
66540,1015.555,393.7968611,216.6339826,1.817798188,0.770995551,0.810747771,CALI
66550,998.751,381.8074724,223.0856354,1.711483896,0.810350076,0.838384942,CALI
66601,983.216,373.3837625,228.8883614,1.631292042,0.750899149,0.865750477,CALI
66617,1018.106,406.2663515,209.7154211,1.937226883,0.798851195,0.807623488,CALI
66636,989.086,372.4337403,230.845213,1.613348336,0.779003975,0.855954489,CALI
66664,999.648,384.5788396,222.9614202,1.724867196,0.780353046,0.8383146,CALI
66678,993.912,389.5368351,222.081123,1.754029473,0.716166867,0.848196665,CALI
66688,987.264,377.8736513,227.1094143,1.663839663,0.691877535,0.85978716,CALI
66693,985.429,373.9074215,227.7686069,1.641610873,0.808302024,0.863056921,CALI
66697,1000.308,383.9606276,223.7562539,1.715977189,0.809980084,0.837623166,CALI
66700,993.616,373.6598729,229.8306467,1.625805254,0.795809769,0.848982123,CALI
66734,1006.609,393.8168605,217.1743172,1.813367554,0.798329984,0.827628434,CALI
66734,975.556,366.1793011,234.7761571,1.559695437,0.689308254,0.881155614,CALI
66737,972.11,374.8698515,227.0881913,1.650767701,0.779564994,0.887453737,CALI
66737,963.422,366.6090583,232.9256776,1.573931488,0.729206731,0.903531765,CALI
66744,986.985,380.8264967,224.2150642,1.698487557,0.806866538,0.860995714,CALI
66768,980.172,372.0655423,229.5447672,1.620884444,0.802307138,0.873320485,CALI
66792,987.871,379.9628079,227.0415426,1.673538699,0.77413971,0.860070079,CALI
66832,1016.277,396.1902317,217.0426707,1.825402491,0.764126135,0.813148992,CALI
66833,1018.336,400.3970767,214.3462145,1.867992292,0.759604019,0.80987618,CALI
66873,1002.723,381.9451177,225.9835719,1.690145503,0.775078524,0.835792976,CALI
66874,1024.488,408.2395189,209.5480011,1.948190948,0.80164467,0.800669736,CALI
66877,1003.152,391.0431802,219.5216171,1.781342473,0.805844078,0.835128222,CALI
66942,1014.517,394.2578999,218.2104914,1.80677793,0.715536316,0.817315791,CALI
66966,991.524,379.8820277,226.43575,1.677659237,0.677183509,0.855968457,CALI
66967,997.021,388.6036138,221.1781139,1.75697137,0.704063502,0.846568483,CALI
66972,986.094,368.1112827,232.4928928,1.583322734,0.74148869,0.86549886,CALI
66973,1016.147,397.999741,217.2643649,1.831868476,0.795026116,0.815073059,CALI
66985,998.738,371.817398,230.6259584,1.61220966,0.710068267,0.843886962,CALI
66990,1004.139,375.1813692,230.3418977,1.628802111,0.755344579,0.834895599,CALI
66997,978.189,381.1363,226.2628141,1.684484928,0.788422613,0.879872351,CALI
67013,974.899,357.4088587,240.1543992,1.488246144,0.755978972,0.886032546,CALI
67031,977.642,370.5708826,232.0351282,1.597046471,0.741624624,0.881304243,CALI
67044,981.016,376.8722117,228.2517453,1.651125213,0.800401132,0.87542229,CALI
67055,1011.117,396.7678305,217.68541,1.822666161,0.797362538,0.82421062,CALI
67073,1006.501,384.2772958,224.2325555,1.713744443,0.732942128,0.832011203,CALI
67087,1017.039,383.655235,223.3964339,1.717374034,0.798844963,0.815028924,CALI
67109,1017.317,397.4848582,218.4580783,1.819501761,0.643398144,0.814850671,CALI
67184,987.838,373.104542,231.3668827,1.612609971,0.750323878,0.865175603,CALI
67194,1005.436,394.587499,218.724461,1.804039188,0.647634285,0.835278873,CALI
67293,1019.205,399.0583156,215.6830818,1.850206851,0.718842468,0.814060464,CALI
67336,1032.779,399.8204649,217.2274491,1.840561433,0.690370735,0.793308999,CALI
67349,1002.202,385.164328,224.0565087,1.71904994,0.807735668,0.842617521,CALI
67360,998.54,391.0083959,220.7396397,1.771355595,0.710218886,0.848947843,CALI
67381,998.588,380.6815848,227.7026014,1.671836784,0.768400046,0.849130871,CALI
67397,1000.63,385.2596558,225.6963263,1.706982396,0.786420228,0.845869549,CALI
67407,990.057,386.6966178,223.5914566,1.729478504,0.743022487,0.864160608,CALI
67422,987.36,384.0268967,225.8931572,1.700037759,0.762433563,0.869081364,CALI
67425,1007.262,397.798017,216.5017797,1.837389131,0.80825941,0.835114297,CALI
67448,1012.2,386.0879006,223.8322172,1.724898701,0.802570205,0.827268093,CALI
67455,1001.021,386.5975476,223.7845018,1.727543885,0.763411046,0.845936246,CALI
67467,1011.524,393.3314773,220.0732498,1.787275271,0.739404899,0.828607538,CALI
67483,1025.448,387.6268835,224.9648721,1.723055159,0.786606831,0.806449098,CALI
67502,993.036,371.3870571,234.1842604,1.585875398,0.698474783,0.860194217,CALI
67513,1021.125,389.4206598,224.0461152,1.738127257,0.779974121,0.813653417,CALI
67523,1017.032,399.3029062,218.1168313,1.830683601,0.69625696,0.820337109,CALI
67549,991.709,384.414407,224.2826694,1.713972854,0.766209165,0.863098335,CALI
67569,1000.412,393.0703786,220.7569328,1.780557347,0.711252632,0.848397872,CALI
67573,1024.508,396.9407079,221.5445158,1.791697287,0.761883823,0.809007144,CALI
67585,1014.517,379.4062232,229.8258426,1.650842303,0.725791729,0.825166379,CALI
67591,999.739,380.5460002,228.0035415,1.669035479,0.705388172,0.849817103,CALI
67593,992.946,392.317798,222.2408038,1.765282483,0.724376286,0.861510004,CALI
67626,990.089,388.7851819,222.8892471,1.744297614,0.782599639,0.866912157,CALI
67666,982.672,379.873759,228.4246769,1.663015415,0.769237765,0.880568621,CALI
67704,1000.748,388.251976,223.1687516,1.739723744,0.768577591,0.849522196,CALI
67766,996.422,392.8938324,222.2367675,1.76790653,0.684837093,0.857699388,CALI
67796,1020.867,404.659343,215.6127283,1.876787823,0.77715622,0.817477117,CALI
67812,1029.053,387.4898408,225.0748206,1.721604575,0.813903525,0.80471284,CALI
67844,1014.851,390.1263834,225.0825456,1.733259157,0.696528854,0.827783454,CALI
67882,991.604,392.7362244,221.5486688,1.772686004,0.71226811,0.867536894,CALI
67882,989.45,380.7966196,228.2109532,1.668616752,0.742756478,0.871318204,CALI
67889,1009.017,381.7257559,229.9273035,1.660201942,0.761019191,0.837938816,CALI
67899,1004.907,396.0270267,220.1960738,1.798519928,0.826725922,0.844931496,CALI
67909,1003.736,389.0970586,225.409806,1.726176272,0.710560735,0.84702884,CALI
67916,989.997,362.8244276,240.0285348,1.511588728,0.757146042,0.870791551,CALI
67922,1003.522,388.2469891,224.6437061,1.728278953,0.676884748,0.847552353,CALI
67935,989.286,378.0667965,231.005289,1.636615327,0.811038287,0.872287637,CALI
67943,1015.562,383.7381648,227.1051151,1.689694064,0.685185559,0.827831025,CALI
67953,991.332,385.5650943,225.9048187,1.706759053,0.727742972,0.86892091,CALI
67976,995.582,382.4644112,229.656314,1.665377296,0.725123741,0.861809738,CALI
67987,1014.64,398.0008833,219.2147418,1.815575358,0.807063153,0.829873283,CALI
68008,996.629,371.7058809,234.4417579,1.58549349,0.725465096,0.860404805,CALI
68020,1007.399,396.924249,221.0941039,1.795272882,0.75388469,0.842254734,CALI
68033,1005.269,384.9832288,226.3186333,1.70106731,0.66589343,0.845989369,CALI
68043,1001.937,383.8083045,227.3561727,1.688136724,0.687900601,0.851750678,CALI
68045,1028.051,401.0168658,217.5590453,1.843255311,0.687705291,0.809052609,CALI
68068,990.337,385.2068488,227.2000155,1.695452563,0.801148735,0.872141282,CALI
68100,1014.884,384.1957345,227.0617879,1.692031663,0.72262309,0.830852947,CALI
68197,1008.009,368.3233216,238.7370585,1.542799111,0.727830607,0.843424699,CALI
68226,1011.284,385.8758434,227.5336849,1.695906448,0.788922294,0.838327093,CALI
68234,988.005,383.9724637,228.1752131,1.68279656,0.788103488,0.878400168,CALI
68256,1015.699,395.5950337,221.897243,1.782784808,0.797569526,0.831420346,CALI
68264,1027.426,408.5483541,215.8187179,1.893016316,0.733075601,0.812644299,CALI
68267,1020.269,400.8018836,218.3806915,1.83533572,0.669967418,0.824121605,CALI
68272,1007.016,398.6198542,219.9548112,1.812280677,0.656663589,0.846018281,CALI
68291,1010.006,398.0005437,223.7605987,1.778689126,0.722931487,0.841250681,CALI
68292,1035.332,402.7115718,218.4844239,1.843204951,0.80004686,0.800608913,CALI
68324,1024.408,403.3133302,218.3846357,1.846802678,0.7942804,0.818158083,CALI
68325,1008.586,388.1095479,227.1814888,1.708367834,0.799899317,0.844041175,CALI
68330,1027.922,398.7044613,219.5707805,1.815835697,0.702376547,0.812645178,CALI
68338,1004.376,383.9729287,228.4791543,1.680560005,0.817195815,0.85129381,CALI
68345,1030.61,401.5475801,218.4324521,1.838314666,0.759979984,0.808589147,CALI
68352,1003.918,399.5254213,219.8800951,1.817014956,0.783000172,0.852245288,CALI
68367,1017.312,388.0458726,228.1223267,1.701042937,0.800287962,0.830133715,CALI
68374,1009.761,392.1127583,222.8151817,1.759811675,0.766816948,0.8426819,CALI
68385,1010.424,385.8246689,226.7409538,1.701609976,0.702313831,0.841711787,CALI
68394,992.182,377.7808445,232.6215928,1.624014521,0.729536,0.87306219,CALI
68395,1008.539,381.9192243,230.7822059,1.654890258,0.729780196,0.844984659,CALI
68400,1003.086,380.6843,231.1731654,1.646749524,0.805938494,0.854259127,CALI
68400,1028.492,404.3096895,216.1529048,1.87048002,0.767676768,0.81257626,CALI
68404,994.109,380.6200061,230.6562067,1.650161561,0.766792216,0.869807907,CALI
68412,1000.541,382.7686783,231.4040488,1.654114006,0.7699372,0.858761116,CALI
68435,1024.358,397.36528,222.357838,1.787053173,0.707521323,0.819567274,CALI
68440,1016.553,396.8650159,224.8122633,1.76531747,0.767660453,0.832261514,CALI
68443,1015.573,387.3241619,227.875152,1.699720915,0.804738389,0.83390506,CALI
68456,1021.462,393.3877979,223.1710944,1.762718415,0.818283966,0.824473979,CALI
68485,992.387,383.0813168,228.2138816,1.678606552,0.783401968,0.873862678,CALI
68496,991.032,385.057987,228.0131804,1.688753195,0.777709653,0.876394652,CALI
68511,991.58,387.7710402,226.4845074,1.712130532,0.747284031,0.875617945,CALI
68511,1014.54,393.7455185,223.5987805,1.760946628,0.81370849,0.836434276,CALI
68545,1007.411,387.4447693,226.7165376,1.70893916,0.78356844,0.848735304,CALI
68551,991.189,381.2139196,230.854313,1.651318161,0.733510957,0.876820533,CALI
68552,1014.755,390.4415269,226.0322675,1.727370748,0.761485826,0.836580224,CALI
68562,984.765,384.871051,229.5108679,1.676918633,0.788522139,0.888440059,CALI
68564,1007.341,393.5252982,223.2566146,1.762659077,0.724226804,0.849088559,CALI
68566,1008.527,377.992253,234.0837482,1.614773584,0.749109582,0.847117433,CALI
68590,1012.976,387.9502601,228.0039397,1.701506828,0.746582201,0.839986594,CALI
68602,1028.917,393.7589285,223.1578972,1.764485745,0.664876914,0.814302852,CALI
68609,996.685,380.2810679,231.0966916,1.645549598,0.680644841,0.867910833,CALI
68629,992.208,379.4682852,232.654677,1.631036565,0.758264463,0.876016096,CALI
68632,1009.219,390.7563616,226.2789454,1.726879012,0.685634366,0.846770428,CALI
68634,1007.249,385.3609988,229.4238197,1.679690449,0.724430559,0.850110704,CALI
68650,1009.473,386.6385507,227.7943899,1.697313752,0.736019384,0.846566328,CALI
68656,988.425,384.5531182,228.0544213,1.686233996,0.810100295,0.883081768,CALI
68670,1050.566,413.9228612,212.2300571,1.950349856,0.710781269,0.781862221,CALI
68671,1031.577,399.31993,222.3409906,1.79597981,0.760299377,0.81092359,CALI
68678,1006.562,392.7843313,224.7520261,1.747634218,0.805078189,0.851817272,CALI
68728,990.893,387.9058718,226.4992756,1.712614183,0.76815093,0.87960978,CALI
68749,1027.807,406.8969801,216.8492256,1.876405041,0.744552504,0.8178113,CALI
68749,1024.216,391.3524554,226.6710099,1.726521868,0.76838564,0.823556004,CALI
68752,1025.143,403.6652478,218.4574089,1.847798387,0.798059177,0.822103125,CALI
68814,1033.465,383.777292,232.0830135,1.653620772,0.711476427,0.8096459,CALI
68837,1038.354,396.6017422,227.4859959,1.74341168,0.656641102,0.802307623,CALI
68841,991.351,371.9841057,236.2008465,1.574863559,0.801371298,0.880242101,CALI
68843,1007.263,391.8923946,225.7392283,1.736040286,0.807561468,0.852675705,CALI
68879,1030.435,390.322355,227.4152121,1.71634233,0.795553246,0.815183713,CALI
68888,1013.834,407.3993055,218.5901052,1.863759135,0.7402536,0.842208726,CALI
68897,1027.553,400.6362934,220.5823919,1.816265976,0.700229693,0.819977079,CALI
68932,1019.142,400.2697698,222.4790882,1.79913435,0.772684983,0.833990961,CALI
68934,1013.374,400.5776187,221.3945774,1.809337986,0.82252291,0.843536402,CALI
68938,1004.618,384.3498284,229.3453332,1.67585633,0.769955883,0.858354391,CALI
68988,1015.946,384.3988557,230.8984362,1.664796271,0.767300634,0.839928213,CALI
68993,1025.729,397.6746265,222.3474964,1.788527566,0.779141728,0.824042527,CALI
69016,1020.332,402.0536158,220.4554229,1.823741101,0.744172004,0.833060676,CALI
69018,1036.307,403.3788349,219.2340715,1.839945918,0.797131077,0.807598253,CALI
69020,1017.811,386.1991321,228.8595124,1.687494342,0.702450741,0.837241098,CALI
69034,990.33,386.0383345,229.1118279,1.684934113,0.761544402,0.884530946,CALI
69057,1015.989,398.4042886,222.611652,1.789682998,0.778984772,0.84069712,CALI
69100,1011.142,377.8914472,233.9976046,1.614937246,0.774828719,0.849304864,CALI
69110,986.633,358.5153661,246.5111808,1.454357425,0.76089709,0.892153292,CALI
69135,1014.976,384.5559637,230.1083012,1.671195527,0.814330137,0.843327544,CALI
69144,997.499,383.3073234,231.6006247,1.655035792,0.744508571,0.873251672,CALI
69172,1010.033,392.1770149,225.7555362,1.737175626,0.824162993,0.852057827,CALI
69189,1010.92,394.55423,225.4710506,1.749910816,0.790261787,0.850772298,CALI
69221,1034.794,420.1858938,212.6011487,1.976404626,0.803960511,0.81234391,CALI
69272,1018.472,395.7520065,224.1743966,1.765375585,0.76715727,0.83920759,CALI
69338,1015.684,406.0431256,218.5881833,1.857571253,0.737011054,0.84462504,CALI
69343,1042.187,404.9235883,220.6554619,1.835094336,0.755567904,0.802271173,CALI
69345,1024.41,394.1819523,225.7700803,1.745944156,0.719465886,0.830380989,CALI
69371,996.596,380.2824066,234.1764383,1.623914043,0.808143057,0.877706955,CALI
69398,1009.124,392.7793368,225.9440829,1.738391782,0.813518393,0.85638243,CALI
69411,992.04,377.0840491,235.0183466,1.604487712,0.770924963,0.886298059,CALI
69441,1019.858,400.6709536,222.5306984,1.800519913,0.749676124,0.838969971,CALI
69462,1001.839,376.0246721,238.4526609,1.576936365,0.749684313,0.869683598,CALI
69471,1069.638,399.1002455,225.0057818,1.77373329,0.707386364,0.763026757,CALI
69478,999.119,380.0828991,234.9613656,1.617639982,0.797296367,0.874626711,CALI
69479,1008.56,384.7246167,231.9380636,1.65873859,0.67637238,0.858341169,CALI
69495,1013.931,396.3114601,226.131356,1.7525719,0.737472674,0.849467212,CALI
69501,998.549,382.0129886,232.6773564,1.641814204,0.776243927,0.875915386,CALI
69517,1018.42,390.3069197,227.7892748,1.713456088,0.792776663,0.842261689,CALI
69518,1013.957,393.94202,228.4296567,1.724566003,0.748084539,0.849704773,CALI
69542,1009.509,389.8981014,229.6148576,1.69805258,0.746399055,0.857504979,CALI
69544,1022.185,392.1333697,227.1798887,1.726091918,0.735705142,0.836393258,CALI
69545,996.279,382.5603879,232.859284,1.642882265,0.822784061,0.8804685,CALI
69566,1014.055,397.0148072,226.1333629,1.755666665,0.784956671,0.850127128,CALI
69586,1028.61,396.0922413,227.7141853,1.739427172,0.777757908,0.826476011,CALI
69589,994.969,376.5211208,237.2792032,1.586827314,0.758397088,0.883347044,CALI
69600,1009.582,396.9247148,225.5600601,1.759729602,0.740488552,0.858096056,CALI
69609,997.88,392.4624072,226.3016669,1.734244438,0.8035671,0.878453185,CALI
69623,1009.02,379.5493203,234.1251722,1.621138457,0.723731809,0.859336082,CALI
69624,1048.166,417.3255655,216.0689569,1.931446199,0.788324143,0.796358644,CALI
69637,1008.888,393.4145063,227.6931827,1.72782734,0.740496167,0.859733806,CALI
69648,1038.597,400.3222294,224.724079,1.78139446,0.780710899,0.811380164,CALI
69655,1015.666,394.0279856,226.1441707,1.74237516,0.788023803,0.848516578,CALI
69667,1035.546,404.8892675,222.0585678,1.823344496,0.781896745,0.816390951,CALI
69674,1015.799,400.528512,224.1791261,1.786644987,0.795165598,0.848525789,CALI
69693,1028.815,401.549167,223.9066604,1.793377501,0.815981735,0.827417017,CALI
69728,1020.06,386.0452276,232.194347,1.662595289,0.72148585,0.842103819,CALI
69756,1023.746,404.0026819,223.4443692,1.808068305,0.77560097,0.836386467,CALI
69810,1022.531,400.0841038,223.7557422,1.788039493,0.78054071,0.839024293,CALI
69819,1001.884,383.379959,234.0775761,1.637832916,0.751736167,0.874074814,CALI
69825,1023.473,392.197274,229.0439144,1.712323486,0.790233137,0.837660483,CALI
69833,1017.734,388.5455472,230.6091543,1.684866103,0.796907452,0.847231309,CALI
69839,1005.156,392.7669525,228.6643822,1.717656894,0.801199982,0.868642226,CALI
69843,1006.281,386.3156069,232.0327908,1.664918159,0.782116461,0.866750706,CALI
69845,1050.03,416.1572514,218.2519252,1.906774711,0.783604277,0.796052611,CALI
69889,1002.511,391.5626777,228.7546748,1.711714429,0.774479167,0.873857056,CALI
69890,1019.567,397.6524029,225.3539828,1.764567894,0.681421538,0.844876759,CALI
69900,1013.617,397.2660549,225.9760098,1.758001016,0.668669167,0.854947149,CALI
69923,1015.485,376.5109885,236.7004154,1.590664671,0.774632752,0.852084944,CALI
69962,1000.601,377.1407444,239.2072993,1.576627241,0.778133689,0.878112612,CALI
69965,1014.949,388.2999017,232.6341399,1.669144099,0.78669815,0.853497518,CALI
69966,1017.515,390.8109652,230.5279676,1.69528656,0.709882305,0.849210332,CALI
69978,1019.805,395.8064047,227.254477,1.74168804,0.709104727,0.84554576,CALI
69993,1026.528,398.0416646,227.8185837,1.747186986,0.679840707,0.834685507,CALI
70000,1032.254,401.1511815,222.8211114,1.800328429,0.807568066,0.825533602,CALI
70006,1013.071,387.8711935,230.873465,1.680016339,0.777326227,0.857166838,CALI
70015,1002.196,387.8131025,233.242644,1.662702394,0.760577915,0.875982897,CALI
70027,1014.428,381.585578,237.6176307,1.605880746,0.749448832,0.855131549,CALI
70027,1031.138,396.8699555,227.6328042,1.743465564,0.801270096,0.827640628,CALI
70034,1035.563,393.5953858,228.8908126,1.719577039,0.707092736,0.820664686,CALI
70037,1019.075,382.3720768,236.2449618,1.618540662,0.70392482,0.847471504,CALI
70057,1009.313,384.7634657,233.6409592,1.646815126,0.785559704,0.864190854,CALI
70066,1006.869,387.1512521,231.7835065,1.67031407,0.797473253,0.868502853,CALI
70071,1014.005,397.9591302,226.7516836,1.755043773,0.78520602,0.856382899,CALI
70073,1026.93,396.1705544,226.6816972,1.747695378,0.740917357,0.834985421,CALI
70074,1020.42,396.7091017,225.6305717,1.758224069,0.810938422,0.845685431,CALI
70080,1015.39,392.6195818,229.1275079,1.713541885,0.683120833,0.854157961,CALI
70088,1001.046,381.7267159,236.0392725,1.617216965,0.802151645,0.878912138,CALI
70090,1026.526,393.1827706,227.4275671,1.728826349,0.74148127,0.835845515,CALI
70122,1023.764,396.4554433,227.3557115,1.743767248,0.727799228,0.840745305,CALI
70124,1011.921,386.9887045,233.2943097,1.658800444,0.788618983,0.860564304,CALI
70136,1030.908,396.6158929,226.0338672,1.754674633,0.77050513,0.829298802,CALI
70145,1006.802,390.7835906,230.0279791,1.698852427,0.785322436,0.869597824,CALI
70178,1013.164,390.0472886,231.8971273,1.681984133,0.726142066,0.859115098,CALI
70188,1041.532,403.257678,224.9807702,1.792409537,0.799589884,0.813069174,CALI
70211,1029.422,389.8259,231.9589183,1.680581643,0.68939751,0.832584136,CALI
70235,1038.267,416.5836291,216.2968656,1.925980887,0.793293124,0.818738757,CALI
70237,1001.22,375.4192475,239.1801656,1.569608611,0.776030848,0.880474505,CALI
70262,1021.176,405.5603048,222.7263649,1.820890423,0.81017942,0.846699246,CALI
70263,1021.678,392.8862427,231.126409,1.69987603,0.748179146,0.845879441,CALI
70286,1011.15,383.2150452,235.9828209,1.623910773,0.816595408,0.863868264,CALI
70286,1025.449,388.3760551,232.4166013,1.671034053,0.775578213,0.839944441,CALI
70288,1013.533,391.7922968,229.3745976,1.708089304,0.795185085,0.859835284,CALI
70322,1019.083,400.2240975,226.1837303,1.769464572,0.810142623,0.850906741,CALI
70331,1037.407,403.1301199,224.9070412,1.792429964,0.791552244,0.821217713,CALI
